-7-
74825	75493	+	2	1.370797	I:	D:
75736	76431	-	1	1.317369	I:	D:
76424	77851	-	2	1.319732	I:	D:
77862	78581	-	3	1.329506	I:	D:
78780	78950	+	3	1.377466	I:	D:
79108	79962	-	1	1.362502	I:	D:
80161	81513	+	1	1.335920	I:	D:
81610	81858	+	1	1.366402	I:	D:
81861	82463	+	3	1.339915	I:	D:
83119	83295	-	1	1.355616	I:	D:
83736	84602	-	3	1.355899	I:	D:
84599	84898	-	2	1.306581	I:	D:
84945	85832	-	3	1.334663	I:	D:
87409	87675	+	1	1.352088	I:	D:
87850	88077	-	1	1.388262	I:	D:
88901	89443	+	2	1.361834	I:	D:
89518	90105	+	1	1.305369	I:	D:
90163	90831	+	1	1.322443	I:	D:
90857	93382	+	2	1.320766	I:	D:
93372	95015	+	3	1.327543	I:	D:
94984	95694	+	1	1.342394	I:	D:
96007	96336	+	1	1.399170	I:	D:
96584	97198	-	2	1.367465	I:	D:
97616	98305	+	2	1.331579	I:	D:
98302	99258	+	1	1.314649	I:	D:
99379	99555	+	1	1.395000	I:	D:
99255	101453	+	3	1.310214	I:	D:
101463	102419	+	3	1.329445	I:	D:
102398	102808	+	2	1.323417	I:	D:
103125	104378	-	3	1.295553	I:	D:
104390	105580	-	2	1.295002	I:	D:
105775	106836	+	1	1.302954	I:	D:
106875	107276	-	3	1.316514	I:	D:
107334	108578	-	3	1.319782	I:	D:
108670	109128	-	1	1.290552	I:	D:
109389	110846	+	3	1.287897	I:	D:
110903	111460	-	2	1.332772	I:	D:
111944	112396	-	2	1.350810	I:	D:
112406	112804	-	2	1.328515	I:	D:
112807	113100	-	1	1.337703	I:	D:
113152	114207	-	1	1.308155	I:	D:
114278	115063	-	2	1.286349	I:	D:
115116	116747	+	3	1.279050	I:	D:
116971	117468	-	1	1.360997	I:	D:
117644	118453	-	2	1.332630	I:	D:
118603	118863	+	1	1.298844	I:	D:
118866	119144	+	3	1.346757	I:	D:
119300	120040	+	2	1.322568	I:	D:
120503	120784	+	2	1.358194	I:	D:
120984	121580	-	3	1.281451	I:	D:
121802	124246	+	2	1.291075	I:	D:
124289	124762	-	2	1.313984	I:	D:
124916	125686	+	2	1.316618	I:	D:
125727	125951	-	3	1.368788	I:	D:
126021	126359	+	3	1.376411	I:	D:
126985	127770	-	1	1.332980	I:	D:
127989	128195	-	3	1.368209	I:	D:
128203	128385	+	1	1.354347	I:	D:
128830	129024	+	1	1.372945	I:	D:
129760	129933	+	1	1.379943	I:	D:
130989	131120	+	3	1.361027	I:	D:
131178	131333	+	3	1.389999	I:	D:
131797	131988	+	1	1.367894	I:	D:
132467	132610	-	2	1.364416	I:	D:
133694	134269	-	2	1.296143	I:	D:
134457	135488	+	3	1.305485	I:	D:
135481	136134	+	1	1.294434	I:	D:
136174	136989	+	1	1.275749	I:	D:
137107	137511	+	1	1.346305	I:	D:
137508	138215	+	3	1.301913	I:	D:
138327	140045	+	3	1.282027	I:	D:
140099	140923	+	2	1.336852	I:	D:
141123	141833	-	3	1.318323	I:	D:
141847	142269	-	1	1.314699	I:	D:
142266	142811	-	3	1.291661	I:	D:
142959	143177	+	3	1.322863	I:	D:
143164	143424	+	1	1.275430	I:	D:
143473	144771	-	1	1.310310	I:	D:
144836	145225	-	2	1.310559	I:	D:
145282	147423	-	1	1.312254	I:	D:
147522	148481	-	3	1.279138	I:	D:
148494	151976	-	3	1.294684	I:	D:
152013	152609	-	3	1.288228	I:	D:
152606	153754	-	2	1.298885	I:	D:
153754	154542	-	1	1.301632	I:	D:
154546	155001	-	1	1.304332	I:	D:
155106	156131	-	3	1.303213	I:	D:
156135	156620	-	3	1.271947	I:	D:
156742	159174	-	1	1.305068	I:	D:
159204	160556	-	3	1.321678	I:	D:
160568	161425	-	2	1.339084	I:	D:
161438	162196	-	2	1.327935	I:	D:
162385	163581	-	1	1.316064	I:	D:
163673	164230	-	2	1.279748	I:	D:
164522	165247	-	2	1.280696	I:	D:
165394	166245	-	1	1.264065	I:	D:
166503	167228	-	3	1.289180	I:	D:
167375	167596	+	2	1.372633	I:	D:
167596	168390	+	1	1.300794	I:	D:
168452	171124	+	2	1.311892	I:	D:
171155	171979	+	2	1.284551	I:	D:
172033	172845	+	1	1.331501	I:	D:
173007	173393	+	3	1.296245	I:	D:
173482	174639	-	1	1.305588	I:	D:
174794	176218	-	2	1.288256	I:	D:
176348	177865	-	2	1.326533	I:	D:
177949	178647	+	1	1.291988	I:	D:
178649	178981	-	2	1.342234	I:	D:
178640	179440	+	2	1.314716	I:	D:
179478	180101	+	3	1.307851	I:	D:
180148	180492	-	1	1.277465	I:	D:
180574	181995	-	1	1.306491	I:	D:
182220	183500	+	3	1.294488	I:	D:
183658	185640	-	1	1.300671	I:	D:
185637	186527	-	3	1.302529	I:	D:
186527	187324	-	2	1.297022	I:	D:
187375	189618	-	1	1.308253	I:	D:
189639	189773	+	3	1.335544	I:	D:
189838	192372	-	1	1.295547	I:	D:
192568	195042	-	1	1.309294	I:	D:
195071	195601	+	2	1.327700	I:	D:
195616	196320	+	1	1.344534	I:	D:
196498	196953	+	1	1.289521	I:	D:
196990	197916	+	1	1.323153	I:	D:
197955	199373	+	3	1.299351	I:	D:
199370	199849	+	2	1.313162	I:	D:
200219	200803	+	2	1.316918	I:	D:
200901	201641	+	3	1.347568	I:	D:
201676	204273	+	1	1.345147	I:	D:
204290	204859	+	2	1.364511	I:	D:
204871	205476	+	1	1.354553	I:	D:
205503	206099	+	3	1.375292	I:	D:
206149	207387	+	1	1.375530	I:	D:
207501	208295	+	3	1.287476	I:	D:
208307	209158	+	2	1.279483	I:	D:
209232	210134	-	3	1.330522	I:	D:
210408	210788	+	3	1.288827	I:	D:
210792	212021	-	3	1.325231	I:	D:
212085	212525	-	3	1.348565	I:	D:
212630	213400	-	2	1.300310	I:	D:
213397	214323	-	1	1.299543	I:	D:
214432	215094	+	1	1.312160	I:	D:
215135	215671	-	2	1.287306	I:	D:
215877	218267	+	3	1.303646	I:	D:
218469	220019	-	3	1.298698	I:	D:
220185	220532	+	3	1.309091	I:	D:
220638	221504	+	3	1.305895	I:	D:
221520	222314	+	3	1.306039	I:	D:
222352	222762	-	1	1.285131	I:	D:
222890	225640	-	2	1.296457	I:	D:
225842	227695	+	2	1.340275	I:	D:
227766	229223	-	3	1.276020	I:	D:
229515	231407	-	3	1.273022	I:	D:
231422	234085	-	2	1.287910	I:	D:
234246	235010	-	3	1.309129	I:	D:
235554	236924	+	3	1.299521	I:	D:
236967	237821	-	3	1.319979	I:	D:
237818	238369	-	2	1.328810	I:	D:
238415	239350	+	2	1.300229	I:	D:
239553	239993	+	3	1.306492	I:	D:
240003	241388	+	3	1.334177	I:	D:
241378	242580	+	1	1.321831	I:	D:
242615	243658	-	2	1.305162	I:	D:
243883	244503	+	1	1.307238	I:	D:
244545	245246	+	3	1.305586	I:	D:
245256	245453	+	3	1.339517	I:	D:
245669	246058	-	2	1.296984	I:	D:
246118	248823	-	1	1.278836	I:	D:
248885	249550	-	2	1.342249	I:	D:
249628	250545	-	1	1.295554	I:	D:
250646	251797	-	2	1.279113	I:	D:
251858	253120	-	2	1.310152	I:	D:
253117	253947	-	1	1.304891	I:	D:
253949	254869	-	2	1.322845	I:	D:
254862	256337	-	3	1.294805	I:	D:
256391	257458	-	2	1.311273	I:	D:
257455	258699	-	1	1.299796	I:	D:
258699	260015	-	3	1.293069	I:	D:
260018	261100	-	2	1.297962	I:	D:
261094	262452	-	1	1.300889	I:	D:
262260	262388	+	3	1.347800	I:	D:
262449	263936	-	3	1.292194	I:	D:
263923	265689	-	1	1.312096	I:	D:
265705	266070	-	1	1.305098	I:	D:
266067	267005	-	3	1.294331	I:	D:
267010	267468	-	1	1.327125	I:	D:
268070	269074	-	2	1.303419	I:	D:
269254	269745	-	1	1.308421	I:	D:
269748	271472	-	3	1.322279	I:	D:
271790	272752	-	2	1.336106	I:	D:
273573	275144	+	3	1.286753	I:	D:
275144	276235	+	2	1.284839	I:	D:
276238	277638	+	1	1.287665	I:	D:
277649	278254	+	2	1.283615	I:	D:
278303	279481	-	2	1.338269	I:	D:
279583	279714	-	1	1.342159	I:	D:
279803	281458	+	2	1.313916	I:	D:
281622	282605	+	3	1.293501	I:	D:
282581	284191	+	2	1.302866	I:	D:
284175	284873	+	3	1.320112	I:	D:
284987	285751	-	2	1.301412	I:	D:
285837	286766	-	3	1.334568	I:	D:
287054	288754	+	2	1.305634	I:	D:
288765	290267	+	3	1.292888	I:	D:
290467	291162	+	1	1.296287	I:	D:
291237	293588	+	3	1.303588	I:	D:
293753	296659	+	2	1.279423	I:	D:
296671	297330	+	1	1.316387	I:	D:
297893	298543	-	2	1.353460	I:	D:
298838	299653	-	2	1.288378	I:	D:
299908	302262	+	1	1.317933	I:	D:
302315	303601	+	2	1.284120	I:	D:
303601	304590	+	1	1.306992	I:	D:
304587	305408	+	3	1.308117	I:	D:
305411	305788	+	2	1.320061	I:	D:
305795	306637	+	2	1.309525	I:	D:
306715	307329	-	1	1.317670	I:	D:
307386	309248	-	3	1.280921	I:	D:
309241	309771	-	1	1.310121	I:	D:
309879	311210	-	3	1.312581	I:	D:
311267	311554	-	2	1.290892	I:	D:
311551	312837	-	1	1.284262	I:	D:
312888	313829	-	3	1.286447	I:	D:
313844	314677	-	2	1.286770	I:	D:
315086	316600	+	2	1.318370	I:	D:
316631	317773	+	2	1.296863	I:	D:
317902	319119	+	1	1.294668	I:	D:
319178	320746	+	2	1.321192	I:	D:
320747	321640	+	2	1.290850	I:	D:
321646	322236	+	1	1.330674	I:	D:
322322	322717	-	2	1.340681	I:	D:
322752	322931	+	3	1.348687	I:	D:
322979	326200	-	2	1.277656	I:	D:
326218	327393	-	1	1.304326	I:	D:
327822	328643	-	3	1.292192	I:	D:
328810	329724	-	1	1.315716	I:	D:
329790	330740	-	3	1.286455	I:	D:
330742	331191	-	1	1.288139	I:	D:
331316	331810	-	2	1.285684	I:	D:
331810	334626	-	1	1.294707	I:	D:
334669	335610	-	1	1.309233	I:	D:
335939	336202	+	2	1.272370	I:	D:
9+
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9479	9655	+	2	1.355110	I:	D:
10311	10913	-	3	1.341249	I:	D:
10916	11164	-	2	1.367770	I:	D:
11261	12613	-	2	1.333015	I:	D:
12812	13666	+	2	1.358765	I:	D:
13824	13994	-	3	1.375356	I:	D:
14193	14912	+	3	1.331373	I:	D:
14923	16350	+	1	1.323097	I:	D:
16343	17038	+	2	1.323018	I:	D:
17281	17949	-	1	1.368953	I:	D:
18162	19832	-	3	1.302427	I:	D:
19846	21318	-	1	1.286752	I:	D:
21332	21937	-	2	1.297013	I:	D:
22048	24081	+	1	1.303683	I:	D:
24956	26044	+	2	1.339151	I:	D:
26086	27018	-	1	1.314619	I:	D:
27110	27607	-	2	1.350178	I:	D:
27865	28470	+	1	1.320338	I:	D:
28510	29373	+	1	1.338939	I:	D:
29363	30910	+	2	1.271991	I:	D:
30910	32328	+	1	1.281923	I:	D:
32378	32581	+	2	1.352055	I:	D:
32657	33607	+	2	1.282963	I:	D:
33617	34999	+	2	1.291775	I:	D:
35223	35360	+	3	1.354726	I:	D:
35376	36425	+	3	1.319534	I:	D:
36668	37483	+	2	1.364643	I:	D:
37896	38141	+	3	1.376066	I:	D:
38158	38829	-	1	1.350434	I:	D:
38976	39251	+	3	1.294228	I:	D:
39349	40935	-	1	1.301671	I:	D:
41174	42064	+	2	1.280587	I:	D:
42411	43580	+	3	1.295037	I:	D:
43614	45065	+	3	1.297310	I:	D:
45105	46991	+	3	1.303609	I:	D:
47321	48580	+	2	1.305791	I:	D:
48570	49853	+	3	1.303095	I:	D:
49990	50925	-	1	1.337495	I:	D:
50998	51657	+	1	1.321818	I:	D:
51688	52158	+	1	1.284482	I:	D:
52164	53345	+	3	1.307011	I:	D:
53448	54110	-	3	1.354851	I:	D:
54125	55378	-	2	1.317488	I:	D:
55430	58504	-	2	1.311695	I:	D:
58627	59718	-	1	1.311300	I:	D:
59786	60733	-	2	1.319014	I:	D:
60810	62474	+	3	1.296778	I:	D:
62476	63420	+	1	1.309701	I:	D:
63423	64304	+	3	1.294828	I:	D:
64308	65123	+	3	1.304565	I:	D:
65120	66070	+	2	1.289586	I:	D:
66067	67080	+	1	1.293005	I:	D:
11+
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9066	10526	-	3	1.337947	I:	D:
10611	10880	+	3	1.373659	I:	D:
11017	12024	+	1	1.300094	I:	D:
12131	12982	-	2	1.309670	I:	D:
12979	13806	-	1	1.299427	I:	D:
13803	14570	-	3	1.291133	I:	D:
14583	15602	-	3	1.292665	I:	D:
16161	16718	+	3	1.333108	I:	D:
16842	18038	+	3	1.337339	I:	D:
18198	19103	-	3	1.355705	I:	D:
19061	19426	-	2	1.326510	I:	D:
19718	19933	+	2	1.376084	I:	D:
19935	20708	+	3	1.319626	I:	D:
20896	21171	+	1	1.335607	I:	D:
21206	22315	+	2	1.310124	I:	D:
22409	23242	+	2	1.321321	I:	D:
23466	24005	-	3	1.275644	I:	D:
24107	25363	-	2	1.328165	I:	D:
13+
1	948	+	1	1.300050	I:	D:
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9066	10526	-	3	1.337947	I:	D:
10611	10880	+	3	1.373659	I:	D:
11017	12024	+	1	1.300094	I:	D:
12131	12982	-	2	1.309670	I:	D:
12979	13806	-	1	1.299427	I:	D:
13803	14570	-	3	1.291133	I:	D:
14583	15602	-	3	1.292665	I:	D:
16161	16718	+	3	1.333108	I:	D:
16842	18038	+	3	1.337339	I:	D:
18198	19103	-	3	1.355705	I:	D:
19061	19426	-	2	1.326510	I:	D:
19718	19933	+	2	1.376084	I:	D:
19935	20708	+	3	1.319626	I:	D:
20896	21171	+	1	1.335607	I:	D:
21206	22315	+	2	1.310124	I:	D:
22409	23242	+	2	1.321321	I:	D:
23466	24005	-	3	1.275644	I:	D:
24107	25363	-	2	1.328165	I:	D:
-13-
1	948	+	1	1.300050	I:	D:
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9479	9655	+	2	1.355110	I:	D:
10311	10913	-	3	1.341249	I:	D:
10916	11164	-	2	1.367770	I:	D:
11261	12613	-	2	1.333015	I:	D:
12812	13666	+	2	1.358765	I:	D:
13824	13994	-	3	1.375356	I:	D:
14193	14912	+	3	1.331373	I:	D:
14923	16350	+	1	1.323097	I:	D:
16343	17038	+	2	1.323018	I:	D:
17281	17949	-	1	1.368953	I:	D:
18162	19832	-	3	1.302427	I:	D:
19846	21318	-	1	1.286752	I:	D:
21332	21937	-	2	1.297013	I:	D:
22048	24081	+	1	1.303683	I:	D:
24956	26044	+	2	1.339151	I:	D:
26086	27018	-	1	1.314619	I:	D:
27110	27607	-	2	1.350178	I:	D:
27865	28470	+	1	1.320338	I:	D:
28510	29373	+	1	1.338939	I:	D:
29363	30910	+	2	1.271991	I:	D:
30910	32328	+	1	1.281923	I:	D:
32378	32581	+	2	1.352055	I:	D:
32657	33607	+	2	1.282963	I:	D:
33617	34999	+	2	1.291775	I:	D:
35223	35360	+	3	1.354726	I:	D:
35376	36425	+	3	1.319534	I:	D:
36668	37483	+	2	1.364643	I:	D:
37896	38141	+	3	1.376066	I:	D:
38158	38829	-	1	1.350434	I:	D:
38976	39251	+	3	1.294228	I:	D:
39349	40935	-	1	1.301671	I:	D:
41174	42064	+	2	1.280587	I:	D:
42411	43580	+	3	1.295037	I:	D:
43614	45065	+	3	1.297310	I:	D:
45105	46991	+	3	1.303609	I:	D:
47321	48580	+	2	1.305791	I:	D:
48570	49853	+	3	1.303095	I:	D:
49990	50925	-	1	1.337495	I:	D:
50998	51657	+	1	1.321818	I:	D:
51688	52158	+	1	1.284482	I:	D:
52164	53345	+	3	1.307011	I:	D:
53448	54110	-	3	1.354851	I:	D:
54125	55378	-	2	1.317488	I:	D:
55430	58504	-	2	1.311695	I:	D:
58627	59718	-	1	1.311300	I:	D:
59786	60733	-	2	1.319014	I:	D:
60810	62474	+	3	1.296778	I:	D:
62476	63420	+	1	1.309701	I:	D:
63423	64304	+	3	1.294828	I:	D:
64308	65123	+	3	1.304565	I:	D:
65120	66070	+	2	1.289586	I:	D:
66067	67080	+	1	1.293005	I:	D:
-19-
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9479	9655	+	2	1.355110	I:	D:
10311	10913	-	3	1.341249	I:	D:
10916	11164	-	2	1.367770	I:	D:
11261	12613	-	2	1.333015	I:	D:
12812	13666	+	2	1.358765	I:	D:
13824	13994	-	3	1.375356	I:	D:
14193	14912	+	3	1.331373	I:	D:
14923	16350	+	1	1.323097	I:	D:
16343	17038	+	2	1.323018	I:	D:
17281	17949	-	1	1.368953	I:	D:
18162	19832	-	3	1.302427	I:	D:
19846	21318	-	1	1.286752	I:	D:
21332	21937	-	2	1.297013	I:	D:
22048	24081	+	1	1.303683	I:	D:
24956	26044	+	2	1.339151	I:	D:
26086	27018	-	1	1.314619	I:	D:
27110	27607	-	2	1.350178	I:	D:
27865	28470	+	1	1.320338	I:	D:
28510	29373	+	1	1.338939	I:	D:
29363	30910	+	2	1.271991	I:	D:
30910	32328	+	1	1.281923	I:	D:
32378	32581	+	2	1.352055	I:	D:
32657	33607	+	2	1.282963	I:	D:
33617	34999	+	2	1.291775	I:	D:
35223	35360	+	3	1.354726	I:	D:
35376	36425	+	3	1.319534	I:	D:
36668	37483	+	2	1.364643	I:	D:
37896	38141	+	3	1.376066	I:	D:
38158	38829	-	1	1.350434	I:	D:
38976	39251	+	3	1.294228	I:	D:
39349	40935	-	1	1.301671	I:	D:
41174	42064	+	2	1.280587	I:	D:
42411	43580	+	3	1.295037	I:	D:
43614	45065	+	3	1.297310	I:	D:
45105	46991	+	3	1.303609	I:	D:
47321	48580	+	2	1.305791	I:	D:
48570	49853	+	3	1.303095	I:	D:
49990	50925	-	1	1.337495	I:	D:
50998	51657	+	1	1.321818	I:	D:
51688	52158	+	1	1.284482	I:	D:
52164	53345	+	3	1.307011	I:	D:
53448	54110	-	3	1.354851	I:	D:
54125	55378	-	2	1.317488	I:	D:
55430	58504	-	2	1.311695	I:	D:
58627	59718	-	1	1.311300	I:	D:
59786	60733	-	2	1.319014	I:	D:
60810	62474	+	3	1.296778	I:	D:
62476	63420	+	1	1.309701	I:	D:
63423	64304	+	3	1.294828	I:	D:
64308	65123	+	3	1.304565	I:	D:
65120	66070	+	2	1.289586	I:	D:
66067	67080	+	1	1.293005	I:	D:
21+
-47	948	+	1	1.300050	I:	D:
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9066	10526	-	3	1.337947	I:	D:
10611	10880	+	3	1.373659	I:	D:
11017	12024	+	1	1.300094	I:	D:
12131	12982	-	2	1.309670	I:	D:
12979	13806	-	1	1.299427	I:	D:
13803	14570	-	3	1.291133	I:	D:
14583	15602	-	3	1.292665	I:	D:
16161	16718	+	3	1.333108	I:	D:
16842	18038	+	3	1.337339	I:	D:
18198	19103	-	3	1.355705	I:	D:
19061	19426	-	2	1.326510	I:	D:
19718	19933	+	2	1.376084	I:	D:
19935	20708	+	3	1.319626	I:	D:
20896	21171	+	1	1.335607	I:	D:
21206	22315	+	2	1.310124	I:	D:
22409	23242	+	2	1.321321	I:	D:
23466	24005	-	3	1.275644	I:	D:
24107	25363	-	2	1.328165	I:	D:
23+
1	948	+	1	1.300050	I:	D:
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9479	9655	+	2	1.355110	I:	D:
10311	10913	-	3	1.341249	I:	D:
10916	11164	-	2	1.367770	I:	D:
11261	12613	-	2	1.333015	I:	D:
12812	13666	+	2	1.358765	I:	D:
13824	13994	-	3	1.375356	I:	D:
14193	14912	+	3	1.331373	I:	D:
14923	16350	+	1	1.323097	I:	D:
16343	17038	+	2	1.323018	I:	D:
17281	17949	-	1	1.368953	I:	D:
18162	19832	-	3	1.302427	I:	D:
19846	21318	-	1	1.286752	I:	D:
21332	21937	-	2	1.297013	I:	D:
22048	24081	+	1	1.303683	I:	D:
24956	26044	+	2	1.339151	I:	D:
26086	27018	-	1	1.314619	I:	D:
27110	27607	-	2	1.350178	I:	D:
27865	28470	+	1	1.320338	I:	D:
28510	29373	+	1	1.338939	I:	D:
29363	30910	+	2	1.271991	I:	D:
30910	32328	+	1	1.281923	I:	D:
32378	32581	+	2	1.352055	I:	D:
32657	33607	+	2	1.282963	I:	D:
33617	34999	+	2	1.291775	I:	D:
35223	35360	+	3	1.354726	I:	D:
35376	36425	+	3	1.319534	I:	D:
36668	37483	+	2	1.364643	I:	D:
37896	38141	+	3	1.376066	I:	D:
38158	38829	-	1	1.350434	I:	D:
38976	39251	+	3	1.294228	I:	D:
39349	40935	-	1	1.301671	I:	D:
41174	42064	+	2	1.280587	I:	D:
-23-
1	948	+	1	1.300050	I:	D:
972	1253	-	3	1.314825	I:	D:
1444	1752	+	1	1.317530	I:	D:
1811	2905	-	2	1.313893	I:	D:
2918	4138	-	2	1.304805	I:	D:
4158	4352	-	3	1.354188	I:	D:
4490	5647	+	2	1.314181	I:	D:
5648	6316	-	2	1.344266	I:	D:
6359	7762	-	2	1.300171	I:	D:
7876	8175	+	1	1.307632	I:	D:
8172	9038	+	3	1.358017	I:	D:
9066	10526	-	3	1.337947	I:	D:
10611	10880	+	3	1.373659	I:	D:
11017	12024	+	1	1.300094	I:	D:
12131	12982	-	2	1.309670	I:	D:
12979	13806	-	1	1.299427	I:	D:
13803	14570	-	3	1.291133	I:	D:
14583	15602	-	3	1.292665	I:	D:
16161	16718	+	3	1.333108	I:	D:
16842	18038	+	3	1.337339	I:	D:
18198	19103	-	3	1.355705	I:	D:
19061	19426	-	2	1.326510	I:	D:
19718	19933	+	2	1.376084	I:	D:
19935	20708	+	3	1.319626	I:	D:
20896	21171	+	1	1.335607	I:	D:
21206	22315	+	2	1.310124	I:	D:
22409	23242	+	2	1.321321	I:	D:
23466	24005	-	3	1.275644	I:	D:
24107	25363	-	2	1.328165	I:	D:
25694	26707	-	2	1.288105	I:	D:
26704	27654	-	1	1.286768	I:	D:
27651	28460	-	3	1.302870	I:	D:
28470	29351	-	3	1.291527	I:	D:
